Source,Target,Type,Weight,EdgeType,routes,dist_m
103182,103173,Directed,158.82,BUS,"13, 18, 24",0.0
103182,103181,Directed,753.59,WALK,,199.2
304072,304092,Directed,102.21,BUS,"11, 11B, 20Z, 24, 27",0.0
304072,304074,Directed,324.18,WALK,,151.5
304072,304071,Directed,146.42,WALK,,79.3
102072,103022,Directed,152.83,BUS,"14, 18",0.0
102072,102071,Directed,283.49,WALK,,90.4
102072,103021,Directed,473.57,WALK,,155.4
405122,405022,Directed,925.71,BUS,26,0.0
405122,405102,Directed,1544.82,WALK,,190.6
405122,405101,Directed,1544.4,WALK,,190.0
704026,704041,Directed,218.92,BUS,14,0.0
704026,704023,Directed,230.13,WALK,,15.7
815031,815021,Directed,900.0,BUS,15,0.0
815031,815032,Directed,940.07,WALK,,56.1
104022,104011,Directed,218.92,BUS,14,0.0
104022,104021,Directed,263.29,WALK,,62.1
501022,502012,Directed,151.4,BUS,"13, 20, 20Z",0.0
501022,501012,Directed,433.05,WALK,,289.1
501022,501021,Directed,228.87,WALK,,108.5
501022,501032,Directed,382.26,WALK,,220.2
501022,501031,Directed,372.99,WALK,,207.2
501022,501011,Directed,414.58,WALK,,263.2
602042,602032,Directed,59.23,BUS,"1, 1B, 6, 6B",0.0
602042,602032,Directed,330.12,WALK,,290.9
602042,602031,Directed,249.91,WALK,,268.6
602042,602041,Directed,106.99,WALK,,68.5
504032,504072,Directed,462.86,BUS,"3B, N3B",0.0
504032,504033,Directed,286.79,WALK,,103.1
504032,504031,Directed,448.77,WALK,,75.1
204372,204342,Directed,1408.7,BUS,10,0.0
204372,204371,Directed,1413.43,WALK,,6.6
204372,204341,Directed,1604.17,WALK,,273.7
203022,203052,Directed,225.0,BUS,2,0.0
203022,202051,Directed,407.99,WALK,,256.2
203022,202082,Directed,371.32,WALK,,280.7
203022,203051,Directed,429.8,WALK,,286.7
203022,203021,Directed,249.83,WALK,,34.8
403072,404102,Directed,611.32,BUS,24,0.0
403072,403051,Directed,404.32,WALK,,226.1
403072,403052,Directed,395.37,WALK,,213.5
403072,403071,Directed,636.23,WALK,,34.9
203121,203111,Directed,241.79,BUS,27,0.0
203121,203142,Directed,637.49,WALK,,295.3
203121,203241,Directed,809.27,WALK,,277.1
203121,203141,Directed,615.21,WALK,,264.1
203121,203122,Directed,252.29,WALK,,14.7
815182,815192,Directed,900.0,BUS,15,0.0
815182,815181,Directed,943.75,WALK,,61.2
815182,815172,Directed,1111.58,WALK,,296.2
504081,504071,Directed,462.86,BUS,"3B, N3B",0.0
504081,504082,Directed,577.54,WALK,,160.6
803161,803141,Directed,259.2,BUS,22,0.0
803161,803152,Directed,323.88,WALK,,136.2
803161,803151,Directed,334.72,WALK,,151.4
803161,803162,Directed,281.43,WALK,,31.1
745043,745031,Directed,356.04,BUS,6B,0.0
405081,204361,Directed,1408.7,BUS,10,0.0
405081,405082,Directed,1446.3,WALK,,52.6
303012,303032,Directed,226.57,BUS,9,0.0
303012,303024,Directed,91.53,BUS,"11, 11B, 20, 20Z, 25",0.0
303012,303022,Directed,225.0,BUS,2,0.0
303012,303011,Directed,88.69,WALK,,53.4
303012,403011,Directed,419.87,WALK,,270.6
303012,403012,Directed,420.17,WALK,,271.0
404091,404201,Directed,372.41,BUS,13,0.0
404091,404201,Directed,287.84,WALK,,143.8
404091,404092,Directed,932.36,WALK,,9.3
404091,404202,Directed,720.3,WALK,,152.6
404091,404093,Directed,941.32,WALK,,21.8
504021,504011,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
504021,504022,Directed,502.75,WALK,,103.3
803183,804382,Directed,259.2,BUS,22,0.0
803183,803171,Directed,430.36,WALK,,239.6
803183,803181,Directed,3329.64,WALK,,125.5
803183,803172,Directed,427.36,WALK,,235.4
803183,803182,Directed,302.14,WALK,,60.1
204312,204302,Directed,1408.7,BUS,10,0.0
204312,204302,Directed,1529.83,WALK,,169.6
204312,204301,Directed,1562.32,WALK,,215.1
204312,204311,Directed,1412.72,WALK,,5.6
204312,204313,Directed,898.29,WALK,,97.1
703012,703022,Directed,218.92,BUS,14,0.0
703012,703022,Directed,412.47,WALK,,271.0
703012,703021,Directed,389.48,WALK,,238.8
703012,703011,Directed,251.02,WALK,,44.9
204051,204011,Directed,259.2,BUS,7,0.0
204051,204041,Directed,390.17,WALK,,207.7
204051,204042,Directed,450.01,WALK,,291.5
406062,406072,Directed,558.62,BUS,"10, 26",0.0
406062,406061,Directed,594.3,WALK,,50.0
104362,104221,Directed,1408.7,BUS,28,0.0
104362,104221,Directed,960.13,WALK,,179.5
104362,104361,Directed,1459.88,WALK,,71.7
614051,614101,Directed,450.0,BUS,19B,0.0
614051,614101,Directed,651.98,WALK,,282.8
614051,614102,Directed,585.35,WALK,,189.5
614051,614052,Directed,493.25,WALK,,60.5
602061,602021,Directed,46.22,BUS,"11, 11B, 19B, 19I, 2, 27, 3, 3B, N3, N3B",0.0
602061,602052,Directed,208.12,WALK,,208.4
602061,602051,Directed,237.92,WALK,,251.8
602061,602062,Directed,68.41,WALK,,31.1
602061,602071,Directed,372.04,WALK,,203.7
602061,602022,Directed,314.43,WALK,,285.3
602061,602072,Directed,296.97,WALK,,98.6
303082,303041,Directed,226.57,BUS,"5, N5",0.0
303082,303043,Directed,226.57,BUS,9,0.0
303082,303081,Directed,133.6,WALK,,28.4
803212,103201,Directed,172.34,BUS,"18L, 3, 3B",0.0
803212,103202,Directed,506.25,BUS,18,0.0
803212,803211,Directed,171.55,WALK,,70.3
501032,602101,Directed,225.0,BUS,2,0.0
501032,501021,Directed,235.88,WALK,,118.3
501032,501022,Directed,308.66,WALK,,220.2
501032,502012,Directed,289.51,WALK,,278.6
501032,501031,Directed,238.19,WALK,,18.5
804361,804351,Directed,900.0,BUS,15,0.0
804072,805012,Directed,334.02,BUS,25,0.0
804072,804071,Directed,400.91,WALK,,93.6
804102,804112,Directed,255.12,BUS,"1B, 8, N1",0.0
804102,804101,Directed,257.55,WALK,,82.3
804102,804104,Directed,932.47,WALK,,45.5
204313,204211,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204313,204213,Directed,1408.7,BUS,10,0.0
204313,204301,Directed,1616.67,WALK,,291.2
204313,204311,Directed,1475.86,WALK,,94.0
204313,204312,Directed,1478.02,WALK,,97.1
204313,204302,Directed,1589.19,WALK,,252.7
704011,704141,Directed,137.29,BUS,"1, 1B, N1",0.0
704011,704181,Directed,140.26,BUS,6,0.0
704011,704181,Directed,221.33,WALK,,179.1
704011,703112,Directed,681.91,WALK,,118.3
704011,704182,Directed,547.39,WALK,,267.9
704011,703111,Directed,293.71,WALK,,280.5
204211,204201,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204211,204214,Directed,1529.32,WALK,,168.9
204211,204213,Directed,1528.96,WALK,,168.4
204211,204212,Directed,275.86,WALK,,37.3
603021,603011,Directed,137.29,BUS,"1, 1B, N1",0.0
603021,603012,Directed,246.2,WALK,,143.1
603021,603022,Directed,158.09,WALK,,19.7
804011,803041,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
804011,804012,Directed,142.66,WALK,,63.5
625051,625061,Directed,469.57,BUS,19I,0.0
625051,625052,Directed,495.08,WALK,,35.7
202021,101031,Directed,129.6,BUS,"22, 7",0.0
202021,202022,Directed,144.76,WALK,,21.2
202021,101034,Directed,343.46,WALK,,268.9
405051,405041,Directed,558.62,BUS,"10, 26",0.0
405051,405052,Directed,571.93,WALK,,18.6
504102,504112,Directed,462.86,BUS,"3B, N3B",0.0
504102,504101,Directed,472.86,WALK,,14.0
300012,301012,Directed,54.09,BUS,"12D, 2, 25, 27, 9",0.0
300012,300014,Directed,1117.24,BUS,SŽ,0.0
300012,300014,Directed,1181.0,WALK,,89.3
300012,100012,Directed,529.26,WALK,,282.8
300012,300015,Directed,442.11,WALK,,237.8
300012,300011,Directed,333.42,WALK,,143.0
104162,104172,Directed,790.24,BUS,21D,0.0
104162,104161,Directed,904.95,WALK,,182.7
104162,104151,Directed,1568.32,WALK,,223.5
104162,104112,Directed,621.79,WALK,,219.1
104162,104113,Directed,1611.26,WALK,,283.6
104162,104163,Directed,838.52,WALK,,67.6
104162,104152,Directed,1529.38,WALK,,169.0
304102,304122,Directed,368.18,BUS,"24, 26",0.0
304102,304122,Directed,561.64,WALK,,270.8
304102,304101,Directed,176.55,WALK,,42.9
304102,304121,Directed,551.37,WALK,,256.5
405092,405102,Directed,1408.7,BUS,10,0.0
405092,405091,Directed,1418.89,WALK,,14.3
603041,603031,Directed,137.29,BUS,"1, 1B, N1",0.0
603041,603044,Directed,198.07,WALK,,75.7
815202,815212,Directed,900.0,BUS,15,0.0
815202,815201,Directed,941.59,WALK,,58.2
403022,403042,Directed,95.58,BUS,"24, 5, 9, N5",0.0
403022,403021,Directed,471.48,WALK,,73.5
403022,303032,Directed,374.13,WALK,,292.3
403022,403023,Directed,250.05,WALK,,32.9
404152,404162,Directed,611.32,BUS,24,0.0
404152,404162,Directed,983.64,WALK,,227.8
404152,404161,Directed,922.62,WALK,,215.8
404152,404151,Directed,638.75,WALK,,38.4
804231,804171,Directed,259.2,BUS,7,0.0
804231,804181,Directed,438.81,WALK,,251.5
804231,804232,Directed,283.11,WALK,,33.5
804141,804121,Directed,900.0,BUS,15,0.0
804141,804121,Directed,876.36,WALK,,261.8
804141,804111,Directed,255.12,BUS,"1B, 8, N1",0.0
804141,804142,Directed,303.24,WALK,,67.4
804141,804122,Directed,1071.59,WALK,,240.2
804141,804144,Directed,937.24,WALK,,52.1
301011,300011,Directed,54.09,BUS,"12D, 2, 25, 27, 9",0.0
301011,202011,Directed,291.38,WALK,,281.6
301011,301012,Directed,201.9,WALK,,125.0
104142,104152,Directed,1408.7,BUS,28,0.0
104142,104151,Directed,1592.84,WALK,,257.8
104142,104141,Directed,1486.46,WALK,,108.9
102032,102092,Directed,151.4,BUS,"13, 20, 20Z",0.0
102032,102031,Directed,181.0,WALK,,41.4
102032,102022,Directed,361.22,WALK,,184.0
102032,102021,Directed,345.72,WALK,,162.3
504091,504081,Directed,462.86,BUS,"3B, N3B",0.0
504091,504092,Directed,479.48,WALK,,23.3
203181,203161,Directed,259.2,BUS,7,0.0
203181,203182,Directed,338.48,WALK,,111.0
104061,104051,Directed,279.31,BUS,8,0.0
104061,104102,Directed,967.62,WALK,,285.2
104061,104062,Directed,342.37,WALK,,88.3
504112,515013,Directed,462.86,BUS,"3B, N3B",0.0
504112,515011,Directed,662.11,WALK,,279.0
504112,504111,Directed,497.89,WALK,,49.0
402011,501011,Directed,226.57,BUS,"5, N5",0.0
402011,501011,Directed,411.79,WALK,,259.3
402011,402021,Directed,296.66,WALK,,226.3
402011,402012,Directed,301.54,WALK,,105.0
402011,402022,Directed,276.27,WALK,,197.8
402011,502011,Directed,397.14,WALK,,292.5
402011,501012,Directed,386.96,WALK,,224.5
402011,402031,Directed,379.71,WALK,,296.5
504122,504052,Directed,241.79,BUS,27,0.0
504122,504121,Directed,278.05,WALK,,50.8
504122,504042,Directed,448.6,WALK,,289.5
503021,503011,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503021,503022,Directed,307.73,WALK,,132.4
804351,804341,Directed,900.0,BUS,15,0.0
804351,804352,Directed,949.09,WALK,,68.7
104371,103131,Directed,70.59,BUS,"11, 6, 8",0.0
104371,104372,Directed,155.3,WALK,,118.6
204251,204071,Directed,611.32,BUS,24,0.0
204251,204252,Directed,743.71,WALK,,185.3
404082,404092,Directed,925.71,BUS,26,0.0
404082,404091,Directed,372.41,BUS,13,0.0
404082,404202,Directed,611.32,BUS,24,0.0
404082,404083,Directed,975.49,WALK,,69.7
404082,404081,Directed,216.65,WALK,,44.1
404082,404084,Directed,973.68,WALK,,67.1
304162,304112,Directed,249.23,BUS,"11, 11B, 20Z",0.0
304162,304142,Directed,395.67,WALK,,174.9
304162,304141,Directed,707.14,WALK,,220.7
304162,304091,Directed,531.76,WALK,,230.6
304162,304092,Directed,382.67,WALK,,240.0
304162,304161,Directed,310.32,WALK,,85.5
204081,204101,Directed,216.0,BUS,"24, 25",0.0
204081,204083,Directed,1408.7,BUS,10,0.0
204081,204083,Directed,1133.15,WALK,,172.4
415032,415042,Directed,925.71,BUS,26,0.0
415032,415031,Directed,935.79,WALK,,14.1
104062,104072,Directed,279.31,BUS,8,0.0
104062,104061,Directed,342.37,WALK,,88.3
604023,604011,Directed,229.79,BUS,"19B, 19I",0.0
604023,604022,Directed,533.06,WALK,,102.6
406022,406032,Directed,558.62,BUS,"10, 26",0.0
406022,406021,Directed,587.48,WALK,,40.4
103202,103051,Directed,506.25,BUS,18,0.0
103202,103203,Directed,535.83,WALK,,41.4
103202,103201,Directed,198.79,WALK,,54.9
805041,805031,Directed,334.02,BUS,25,0.0
805041,805031,Directed,458.02,WALK,,173.6
805041,805032,Directed,515.89,WALK,,254.6
204132,204142,Directed,790.24,BUS,21D,0.0
204132,204131,Directed,834.53,WALK,,62.0
204191,204181,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204191,204192,Directed,263.04,WALK,,19.3
101062,102052,Directed,218.92,BUS,14,0.0
101062,102012,Directed,405.07,WALK,,204.2
101062,102011,Directed,443.48,WALK,,258.0
101062,101061,Directed,229.35,WALK,,14.6
101062,101022,Directed,367.09,WALK,,207.4
405091,405081,Directed,1408.7,BUS,10,0.0
405091,405082,Directed,1620.03,WALK,,295.9
405091,405092,Directed,1418.89,WALK,,14.3
204172,204382,Directed,790.24,BUS,21D,0.0
204172,204171,Directed,810.85,WALK,,28.9
105112,105122,Directed,790.24,BUS,21D,0.0
105112,105111,Directed,822.08,WALK,,44.6
105112,105121,Directed,1002.21,WALK,,296.7
502012,502014,Directed,90.5,BUS,"13, 2, 20, 20Z",0.0
502012,502014,Directed,270.83,WALK,,196.9
502012,502013,Directed,319.08,WALK,,224.8
502012,502011,Directed,207.7,WALK,,27.3
502012,501012,Directed,431.18,WALK,,286.5
502012,501021,Directed,357.35,WALK,,288.3
502012,501032,Directed,424.01,WALK,,278.6
502012,501031,Directed,416.21,WALK,,267.7
405102,405022,Directed,1408.7,BUS,10,0.0
405102,405022,Directed,1334.22,WALK,,233.8
405102,405021,Directed,1357.96,WALK,,267.1
405102,405122,Directed,1061.84,WALK,,190.6
405102,405101,Directed,1410.28,WALK,,2.2
614092,614112,Directed,450.0,BUS,19B,0.0
614092,614091,Directed,457.16,WALK,,10.0
504011,503041,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
504011,504012,Directed,227.79,WALK,,20.5
203192,204012,Directed,125.1,BUS,"27, 7",0.0
203192,203191,Directed,394.86,WALK,,189.9
203192,203251,Directed,777.83,WALK,,233.1
203192,203242,Directed,821.3,WALK,,294.0
501031,502012,Directed,225.0,BUS,2,0.0
501031,502012,Directed,281.71,WALK,,267.7
501031,502011,Directed,397.13,WALK,,292.5
501031,501021,Directed,224.8,WALK,,102.8
501031,501022,Directed,299.39,WALK,,207.2
501031,501032,Directed,238.19,WALK,,18.5
602072,602092,Directed,226.57,BUS,9,0.0
602072,602052,Directed,161.6,WALK,,143.3
602072,602051,Directed,185.8,WALK,,178.8
602072,602062,Directed,128.21,WALK,,114.8
602072,602071,Directed,328.33,WALK,,142.5
602072,602061,Directed,116.61,WALK,,98.6
204411,204401,Directed,790.24,BUS,21D,0.0
204411,204412,Directed,805.1,WALK,,20.8
104152,104161,Directed,1408.7,BUS,28,0.0
104152,104161,Directed,873.95,WALK,,139.3
104152,104151,Directed,1448.97,WALK,,56.4
104152,104163,Directed,873.9,WALK,,117.1
104152,104162,Directed,910.93,WALK,,169.0
406021,406011,Directed,558.62,BUS,"10, 26",0.0
406021,406022,Directed,587.48,WALK,,40.4
815012,815102,Directed,900.0,BUS,15,0.0
815012,815011,Directed,914.34,WALK,,20.1
405031,405021,Directed,925.71,BUS,26,0.0
405031,405111,Directed,1408.7,BUS,10,0.0
405031,405111,Directed,1558.39,WALK,,209.6
405031,405032,Directed,611.41,WALK,,73.9
604052,604062,Directed,469.57,BUS,19I,0.0
604052,604051,Directed,535.23,WALK,,91.9
604052,604061,Directed,633.39,WALK,,229.4
104051,104332,Directed,1408.7,BUS,28,0.0
104051,104031,Directed,93.37,BUS,"6, 8",0.0
104051,104033,Directed,790.24,BUS,21D,0.0
104051,104102,Directed,946.25,WALK,,255.3
104051,104052,Directed,122.03,WALK,,17.1
104051,104054,Directed,313.36,WALK,,47.7
804352,804361,Directed,900.0,BUS,15,0.0
804352,804351,Directed,949.09,WALK,,68.7
105141,204471,Directed,400.0,BUS,12D,0.0
105141,105131,Directed,772.93,WALK,,248.9
105141,105142,Directed,418.05,WALK,,25.3
304011,303071,Directed,92.84,BUS,"20, 20Z, 22, 25",0.0
304011,303062,Directed,411.53,WALK,,227.2
304011,304032,Directed,437.5,WALK,,288.7
304011,304021,Directed,392.6,WALK,,200.7
304011,304022,Directed,435.49,WALK,,260.8
304011,304012,Directed,130.28,WALK,,52.4
745052,745061,Directed,450.0,BUS,19B,0.0
745052,745051,Directed,501.17,WALK,,71.6
406011,405061,Directed,558.62,BUS,"10, 26",0.0
406011,406012,Directed,585.06,WALK,,37.0
745022,745032,Directed,356.04,BUS,6B,0.0
745022,745021,Directed,373.4,WALK,,24.3
803031,803021,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
803031,803032,Directed,123.2,WALK,,36.3
304122,404192,Directed,368.18,BUS,"24, 26",0.0
304122,304101,Directed,337.71,WALK,,268.5
304122,304121,Directed,382.52,WALK,,20.1
304122,304102,Directed,561.64,WALK,,270.8
704102,704062,Directed,356.04,BUS,6B,0.0
704102,704101,Directed,442.33,WALK,,120.8
105122,105131,Directed,790.24,BUS,21D,0.0
105122,105121,Directed,805.96,WALK,,22.0
204011,203191,Directed,259.2,BUS,7,0.0
204011,203141,Directed,241.79,BUS,27,0.0
204011,204012,Directed,267.18,WALK,,23.4
815102,815142,Directed,900.0,BUS,15,0.0
815102,815101,Directed,973.13,WALK,,102.4
703042,703052,Directed,218.92,BUS,14,0.0
703042,703041,Directed,265.53,WALK,,65.3
204392,204402,Directed,790.24,BUS,21D,0.0
204392,204391,Directed,837.05,WALK,,65.5
304022,304042,Directed,249.23,BUS,"11, 11B",0.0
304022,304031,Directed,217.95,WALK,,175.2
304022,304041,Directed,456.06,WALK,,289.6
304022,304032,Directed,325.74,WALK,,132.2
304022,304021,Directed,341.47,WALK,,129.1
304022,304011,Directed,279.09,WALK,,260.8
703181,702031,Directed,272.27,BUS,"18, 18L",0.0
703181,703182,Directed,340.99,WALK,,96.2
204271,204281,Directed,1408.7,BUS,10,0.0
204271,204272,Directed,1426.86,WALK,,25.4
104092,204112,Directed,279.31,BUS,8,0.0
104092,104082,Directed,492.72,WALK,,298.8
104092,104091,Directed,327.43,WALK,,67.4
415052,415072,Directed,925.71,BUS,26,0.0
415052,415051,Directed,948.26,WALK,,31.6
203212,103182,Directed,611.32,BUS,24,0.0
203212,203032,Directed,383.45,WALK,,215.1
203212,203211,Directed,539.7,WALK,,166.8
203212,203031,Directed,369.46,WALK,,195.5
203242,203142,Directed,611.32,BUS,24,0.0
203242,203241,Directed,653.63,WALK,,59.2
203242,203141,Directed,628.57,WALK,,282.8
203242,203251,Directed,655.24,WALK,,61.5
203242,203192,Directed,335.08,WALK,,294.0
203242,203182,Directed,468.09,WALK,,292.5
804241,804251,Directed,137.29,BUS,"1, 1B, N1",0.0
804241,804082,Directed,2945.45,BUS,"1B, N1",0.0
804241,804341,Directed,1068.19,WALK,,235.5
804241,804342,Directed,1064.0,WALK,,229.6
204371,204351,Directed,1408.7,BUS,10,0.0
204371,204372,Directed,1413.43,WALK,,6.6
204371,204341,Directed,1607.57,WALK,,278.4
104341,104331,Directed,1408.7,BUS,28,0.0
104341,104342,Directed,1417.93,WALK,,12.9
805021,805011,Directed,334.02,BUS,25,0.0
805021,805023,Directed,734.08,WALK,,31.8
805021,805032,Directed,392.89,WALK,,82.4
805021,805031,Directed,444.83,WALK,,155.1
204153,204071,Directed,400.0,BUS,12D,0.0
204153,204154,Directed,411.4,WALK,,16.0
204153,204152,Directed,878.62,WALK,,123.7
204153,204151,Directed,871.74,WALK,,114.1
704152,704142,Directed,129.6,BUS,"1, 16, 1B",0.0
704152,704142,Directed,829.94,WALK,,153.9
704152,704141,Directed,242.75,WALK,,166.1
704152,704151,Directed,736.84,WALK,,28.3
102011,802051,Directed,259.2,BUS,22,0.0
102011,102012,Directed,297.63,WALK,,53.8
102011,101062,Directed,403.2,WALK,,258.0
102011,101061,Directed,413.61,WALK,,272.6
102011,102052,Directed,415.6,WALK,,275.4
403011,402051,Directed,226.57,BUS,"5, N5",0.0
403011,303012,Directed,374.33,WALK,,270.6
403011,403012,Directed,242.12,WALK,,21.8
614072,614082,Directed,450.0,BUS,19B,0.0
614072,614071,Directed,503.58,WALK,,75.0
804221,804211,Directed,211.76,BUS,"23, 5, N5",0.0
604062,604042,Directed,469.57,BUS,19I,0.0
604062,604061,Directed,531.71,WALK,,87.0
815032,815042,Directed,900.0,BUS,15,0.0
815032,815031,Directed,940.07,WALK,,56.1
102022,202032,Directed,229.79,BUS,"19B, 19I",0.0
102022,102031,Directed,308.45,WALK,,219.9
102022,102032,Directed,282.83,WALK,,184.0
102022,102021,Directed,246.04,WALK,,22.8
102022,101034,Directed,316.87,WALK,,231.7
304092,304162,Directed,249.23,BUS,"11, 11B, 20Z",0.0
304092,304162,Directed,420.65,WALK,,240.0
304092,304142,Directed,173.26,BUS,"24, 27",0.0
304092,304142,Directed,359.72,WALK,,124.6
304092,304141,Directed,698.88,WALK,,209.2
304092,304091,Directed,378.42,WALK,,16.0
625042,625062,Directed,469.57,BUS,19I,0.0
625042,625041,Directed,523.21,WALK,,75.1
204322,204214,Directed,1408.7,BUS,10,0.0
204322,204321,Directed,1414.45,WALK,,8.1
704162,603143,Directed,1296.0,BUS,16,0.0
704162,704161,Directed,1365.15,WALK,,96.8
203161,203151,Directed,80.4,BUS,"12D, 2, 24, 7",0.0
203161,203171,Directed,345.07,WALK,,168.1
203161,203152,Directed,373.87,WALK,,184.6
415041,415031,Directed,925.71,BUS,26,0.0
415041,415042,Directed,932.45,WALK,,9.4
406061,406051,Directed,558.62,BUS,"10, 26",0.0
406061,406062,Directed,594.3,WALK,,50.0
503032,503042,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503032,503031,Directed,255.33,WALK,,59.0
402041,402031,Directed,50.55,BUS,"11, 11B, 2, 20, 20Z, 25, 9",0.0
402041,402042,Directed,118.05,WALK,,94.5
815021,815141,Directed,900.0,BUS,15,0.0
815021,815022,Directed,955.28,WALK,,77.4
704023,704031,Directed,218.92,BUS,14,0.0
704023,704026,Directed,230.13,WALK,,15.7
703211,703201,Directed,218.92,BUS,14,0.0
703211,703222,Directed,426.69,WALK,,290.9
703211,703212,Directed,249.89,WALK,,43.4
405101,405091,Directed,1408.7,BUS,10,0.0
405101,405021,Directed,1359.27,WALK,,268.9
405101,405122,Directed,1061.42,WALK,,190.0
405101,405102,Directed,1410.28,WALK,,2.2
405101,405022,Directed,1335.56,WALK,,235.7
203031,203211,Directed,229.79,BUS,"19B, 19I",0.0
203031,203211,Directed,520.8,WALK,,140.3
203031,203032,Directed,247.71,WALK,,25.1
203031,203212,Directed,750.99,WALK,,195.5
203031,203232,Directed,434.2,WALK,,286.2
614012,614022,Directed,450.0,BUS,19B,0.0
614012,614011,Directed,502.52,WALK,,73.5
404151,404141,Directed,611.32,BUS,24,0.0
404151,404161,Directed,949.61,WALK,,253.5
404151,404162,Directed,1010.84,WALK,,265.9
404151,404152,Directed,638.75,WALK,,38.4
703121,703181,Directed,272.27,BUS,"18, 18L",0.0
703121,703122,Directed,330.53,WALK,,81.6
204111,104091,Directed,279.31,BUS,8,0.0
204111,204121,Directed,456.13,WALK,,247.6
204111,204112,Directed,354.77,WALK,,105.6
104352,104362,Directed,1408.7,BUS,28,0.0
104352,104351,Directed,1440.23,WALK,,44.1
103191,102091,Directed,372.41,BUS,13,0.0
103191,103211,Directed,506.25,BUS,18,0.0
103191,103192,Directed,227.72,WALK,,18.4
103191,103042,Directed,381.84,WALK,,177.4
103191,103041,Directed,349.66,WALK,,132.4
103191,103212,Directed,718.84,WALK,,297.6
204441,204431,Directed,790.24,BUS,21D,0.0
204441,204442,Directed,815.23,WALK,,35.0
703052,703192,Directed,218.92,BUS,14,0.0
703052,703192,Directed,389.98,WALK,,239.5
703052,703201,Directed,422.02,WALK,,284.3
703052,703051,Directed,242.3,WALK,,32.7
703052,703191,Directed,360.95,WALK,,198.8
204431,204421,Directed,790.24,BUS,21D,0.0
204431,204432,Directed,832.03,WALK,,58.5
502032,502024,Directed,249.23,BUS,"11, 11B",0.0
502032,502031,Directed,339.49,WALK,,126.4
204481,204232,Directed,400.0,BUS,12D,0.0
204481,204482,Directed,402.5,WALK,,3.5
204472,105142,Directed,400.0,BUS,12D,0.0
204472,204471,Directed,472.24,WALK,,101.1
204282,204272,Directed,1408.7,BUS,10,0.0
204282,204281,Directed,1415.87,WALK,,10.0
204072,204154,Directed,400.0,BUS,12D,0.0
204072,204252,Directed,611.32,BUS,24,0.0
204072,204071,Directed,351.34,WALK,,153.4
404071,404061,Directed,185.14,BUS,"13, 24, 26",0.0
404071,404072,Directed,570.08,WALK,,20.5
403031,402061,Directed,372.41,BUS,13,0.0
403031,403032,Directed,385.56,WALK,,18.4
405111,405032,Directed,1408.7,BUS,10,0.0
405111,405032,Directed,754.69,WALK,,274.5
405111,405021,Directed,1408.7,BUS,10,0.0
405111,405031,Directed,1316.9,WALK,,209.6
204181,304131,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204181,204292,Directed,1408.7,BUS,10,0.0
204181,204182,Directed,846.33,WALK,,24.3
204181,204291,Directed,1608.54,WALK,,279.8
804152,104192,Directed,255.12,BUS,"1B, 8, N1",0.0
804152,804151,Directed,262.85,WALK,,10.8
104072,104082,Directed,279.31,BUS,8,0.0
104072,104071,Directed,294.15,WALK,,20.8
304132,204182,Directed,249.23,BUS,"11, 11B, 20Z",0.0
304132,304131,Directed,270.8,WALK,,30.2
504082,504092,Directed,462.86,BUS,"3B, N3B",0.0
504082,504081,Directed,577.54,WALK,,160.6
603101,603091,Directed,229.79,BUS,"19B, 19I",0.0
603101,603102,Directed,265.41,WALK,,49.9
625031,625021,Directed,469.57,BUS,19I,0.0
625031,625032,Directed,476.4,WALK,,9.6
815191,815181,Directed,900.0,BUS,15,0.0
815191,815192,Directed,910.77,WALK,,15.1
104332,104342,Directed,1408.7,BUS,28,0.0
104332,104342,Directed,1621.67,WALK,,298.2
104332,104331,Directed,1532.11,WALK,,172.8
804412,804202,Directed,3240.0,BUS,23,0.0
804412,804411,Directed,3279.35,WALK,,55.1
406052,406062,Directed,558.62,BUS,"10, 26",0.0
406052,406051,Directed,570.22,WALK,,16.2
602041,602051,Directed,58.06,BUS,"1, 1B, 6, 6B, N1",0.0
602041,602042,Directed,108.16,WALK,,68.5
415071,415051,Directed,925.71,BUS,26,0.0
415071,415081,Directed,1129.41,WALK,,285.2
415071,415072,Directed,947.85,WALK,,31.0
303041,303081,Directed,226.57,BUS,"5, N5",0.0
303041,303043,Directed,261.02,WALK,,48.2
404191,304121,Directed,368.18,BUS,"24, 26",0.0
404191,404192,Directed,382.59,WALK,,20.2
202032,202062,Directed,129.6,BUS,"22, 7",0.0
202032,203032,Directed,229.79,BUS,"19B, 19I",0.0
202032,202031,Directed,262.8,WALK,,116.3
204222,204231,Directed,400.0,BUS,12D,0.0
204222,204221,Directed,418.53,WALK,,25.9
204302,204181,Directed,1408.7,BUS,10,0.0
204302,204301,Directed,1445.29,WALK,,51.2
204302,204311,Directed,1529.56,WALK,,169.2
204302,204312,Directed,1529.83,WALK,,169.6
